Category,pathway,kegg,subcategory
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K00953,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K00861,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K00794,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K00793,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K00082,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Serine biosynthesis, glycerate-3P => serine [PATH:map01200 map01230 map00260]",M00020,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Serine biosynthesis, glycerate-3P => serine [PATH:map01200 map01230 map00260]",K01079,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Serine biosynthesis, glycerate-3P => serine [PATH:map01200 map01230 map00260]",K00831,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Serine biosynthesis, glycerate-3P => serine [PATH:map01200 map01230 map00260]",K00058,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",M00022,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K13853,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K13832,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K13830,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K13829,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K03856,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K03786,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K03785,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K01736,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K01735,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K01626,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K00891,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K00800,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map01230 map00400]",K00014,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",M00126,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K20457,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K18974,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K18825,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K18824,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K13998,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K13941,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K13940,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K13939,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K13938,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K11754,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K09007,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K01930,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K01633,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K01495,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K01113,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K01077,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K00950,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K00796,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]",K00287,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]",M00127,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]",K14154,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]",K14153,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]",K03147,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]",K00946,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]",K00941,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]",K00878,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]",K00877,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]",K00788,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",M00018,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",K12526,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",K12525,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",K12524,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",K02204,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",K02203,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",K01733,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",K00928,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",K00872,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",K00133,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]",K00003,Serine and threonine metabolism
Nucleotide and amino acid metabolism,"Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine [PATH:map00350]",M00043,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine [PATH:map00350]",K00431,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,Tocopherol/tocotorienol biosynthesis [PATH:map00130],M00112,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,Tocopherol/tocotorienol biosynthesis [PATH:map00130],K18534,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,Tocopherol/tocotorienol biosynthesis [PATH:map00130],K12502,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,Tocopherol/tocotorienol biosynthesis [PATH:map00130],K09834,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,Tocopherol/tocotorienol biosynthesis [PATH:map00130],K09833,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,Tocopherol/tocotorienol biosynthesis [PATH:map00130],K05928,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",M00545,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K05714,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K05713,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K05712,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K05711,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K05710,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K05709,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K05708,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K04073,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K02554,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K01666,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map01220 map00360]",K00529,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",M00023,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K13503,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K13501,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K13498,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K13497,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K06001,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K01817,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K01696,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K01695,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K01694,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K01658,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K01657,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K01656,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K01609,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]",K00766,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380]",M00038,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380]",K14263,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380]",K10217,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380]",K07130,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380]",K03392,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380]",K01556,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380]",K01432,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380]",K00486,Aromatic amino acid metabolism
